country,year,morts
Australia,1760,57044
Samoa,1760,68214
Solomon Islands,1760,34827
Malaysia,1760,56820
Sao Tome and Principe,1760,63623
Mauritius,1760,82734
Slovenia,1760,76450
Gambia,1760,94426
Guinea-Bissau,1760,23299
Lebanon,1760,44585
Mexico,1760,65044
Netherlands,1760,43557
Marshall Islands,1760,50080
Iran,1760,3693
Laos,1760,96003
Tajikistan,1760,96259
Eritrea,1760,70163
United Arab Emirates,1760,26939
Laos,1760,49925
Equatorial Guinea,1760,43941
Romania,1760,22834
Kazakhstan,1760,19047
Ghana,1760,27105
Guinea,1760,76766
Monaco,1760,16707
Fiji,1760,22976
Ecuador,1760,45262
Argentina,1760,24776
Trinidad and Tobago,1760,31080
Chile,1760,67842
Saint Lucia,1760,62373
Panama,1760,7776
Singapore,1760,93787
Israel,1760,56016
Philippines,1760,10474
Malaysia,1760,59053
Libya,1760,22959
Cambodia,1760,6530
Sri Lanka,1760,95856
Uzbekistan,1760,4748
Indonesia,1760,98504
Uzbekistan,1760,99098
Cabo Verde,1760,14545
Mexico,1760,67199
Lesotho,1760,35766
Bangladesh,1760,74530
Kyrgyzstan,1760,94557
Senegal,1760,62087
Cambodia,1760,96839
Myanmar,1760,69840
Morocco,1760,55384
Belarus,1760,52005
Tuvalu,1760,47576
Bosnia and Herzegovina,1760,40353
Trinidad and Tobago,1760,63003
Guatemala,1760,84211
Haiti,1760,53733
Egypt,1760,66318
Israel,1760,90474
Djibouti,1760,24664
Cambodia,1760,68172
Mauritius,1760,86616
Trinidad and Tobago,1760,94264
Denmark,1760,27736
Brazil,1760,95209
Comoros,1760,1854
Benin,1760,91084
Algeria,1760,39623
Madagascar,1760,8392
Ukraine,1760,56680
Portugal,1760,47717
Guinea,1760,88092
Jamaica,1760,51859
Norway,1760,27309
Gambia,1760,88455
Latvia,1760,64734
Uzbekistan,1760,71467
Iceland,1760,53662
South Africa,1760,99506
Qatar,1760,13688
Uzbekistan,1760,26342
Belarus,1760,38157
New Zealand,1760,68863
Switzerland,1760,53083
Trinidad and Tobago,1760,66733
Thailand,1760,90045
Barbados,1760,35698
Lithuania,1760,81623
Sierra Leone,1760,23671
Benin,1760,26184
Papua New Guinea,1760,94384
Congo,1760,43107
Latvia,1760,87202
Belarus,1760,52663
Liechtenstein,1760,16708
Mongolia,1760,92906
Peru,1760,50811
Taiwan,1760,3811
Honduras,1760,57250
Serbia,1760,73082
Guatemala,1760,35754
Sweden,1760,96742
Bahrain,1760,12411
Qatar,1760,3911
Hungary,1760,68270
North Korea,1760,84763
Andorra,1760,9680
Bulgaria,1760,85896
Malawi,1760,84879
Papua New Guinea,1760,72295
Comoros,1760,89614
Libya,1760,12111
Ecuador,1760,38504
Central African Republic,1760,2802
Jordan,1760,9155
Liechtenstein,1760,74656
Jordan,1760,40384
United Arab Emirates,1760,48254
Lithuania,1760,22918
Namibia,1760,86981
Chad,1760,61713
Nauru,1760,31306
Cyprus,1760,17646
Italy,1760,47843
Guinea-Bissau,1760,97601
Syria,1760,91735
Honduras,1760,17371
Liberia,1760,78371
Vatican City,1760,3049
Tajikistan,1760,32616
Kyrgyzstan,1760,21932
Saint Kitts and Nevis,1760,30855
Austria,1760,62434
Bahrain,1760,73694
Botswana,1760,44016
Haiti,1760,8400
Qatar,1760,43642
Albania,1760,16151
Norway,1760,52407
Mongolia,1760,67690
Benin,1760,5499
Uzbekistan,1760,7295
Georgia,1760,60040
Denmark,1760,13183
Guinea,1760,30299
Malta,1760,13874
Morocco,1760,33711
Italy,1760,6539
Mozambique,1760,54351
Tuvalu,1761,62267
Brazil,1761,49354
Japan,1761,3557
Zambia,1761,39360
Iceland,1761,83018
Canada,1761,3200
Uganda,1761,69497
Angola,1761,47975
Gabon,1761,22357
Afghanistan,1761,78505
Cyprus,1761,3869
Belgium,1761,62135
Saint Kitts and Nevis,1761,51108
United States,1761,95179
Finland,1761,91272
Malawi,1761,39467
Iraq,1761,24328
Uruguay,1761,92412
Thailand,1761,87831
Lithuania,1761,4987
El Salvador,1761,59871
Mozambique,1761,23399
Venezuela,1761,47214
United Arab Emirates,1761,87416
Costa Rica,1761,71271
Jordan,1761,45064
Indonesia,1761,71091
Russia,1761,41818
Cuba,1761,46525
South Korea,1761,20830
Haiti,1761,18429
Mali,1761,7893
Cuba,1761,80909
Jordan,1761,48333
Netherlands,1761,4436
Guinea,1761,75290
Guinea,1761,77213
South Africa,1761,6895
Denmark,1761,20738
Spain,1761,31746
Croatia,1761,50377
Madagascar,1761,49404
Netherlands,1761,55045
Morocco,1761,98888
South Korea,1761,40790
United Kingdom,1761,6600
Ukraine,1761,95660
Ethiopia,1761,94179
Kazakhstan,1761,41764
Bolivia,1761,75543
El Salvador,1761,46714
Egypt,1761,57835
Cyprus,1761,74744
Uganda,1761,57491
Malaysia,1761,19589
Belarus,1761,44484
Ireland,1761,83989
Namibia,1761,37212
Burundi,1761,44525
Turkey,1761,48202
Mauritius,1761,33635
Seychelles,1761,64208
Turkey,1761,34828
Kenya,1761,19711
Samoa,1761,4420
Bahrain,1761,97752
Sri Lanka,1761,1301
Moldova,1761,46236
Nauru,1761,67235
Albania,1761,55240
Libya,1761,66726
Oman,1761,11492
Bulgaria,1761,7102
Libya,1761,51336
Kazakhstan,1761,86314
Panama,1761,27641
Iceland,1761,35584
Angola,1761,33745
Hungary,1761,24093
Cuba,1761,67105
Bhutan,1761,52885
Japan,1761,37631
Hungary,1761,73991
Argentina,1761,5014
Eritrea,1761,12093
Zambia,1761,19070
Liechtenstein,1761,36777
Greece,1761,57958
Jordan,1761,83074
South Sudan,1761,11729
Australia,1761,46017
New Zealand,1761,67320
Malawi,1761,28751
Benin,1761,79069
Eritrea,1761,55748
India,1761,6801
Rwanda,1761,20190
Micronesia,1761,50689
Lesotho,1761,51993
Kenya,1761,30592
Comoros,1761,11647
Mauritius,1761,9716
Belize,1761,89891
Guyana,1761,88545
Mauritania,1761,90912
Kuwait,1761,71316
Montenegro,1761,3368
Honduras,1761,78575
Armenia,1761,7655
Chile,1761,71031
Moldova,1761,77429
Dominica,1761,92083
Trinidad and Tobago,1761,88922
Equatorial Guinea,1761,56766
Vanuatu,1761,14403
Saint Vincent and the Grenadines,1761,33097
Bahamas,1761,79657
Malawi,1761,11966
Ethiopia,1761,94848
Nicaragua,1761,53921
Afghanistan,1761,50726
Vanuatu,1761,51300
Ecuador,1761,23677
Vatican City,1761,56609
Suriname,1761,97825
Syria,1761,57661
Namibia,1761,32024
Russia,1761,71313
Singapore,1761,54006
Angola,1761,96285
Qatar,1761,16338
Armenia,1761,69027
Barbados,1761,93772
Rwanda,1761,81135
Georgia,1761,20508
Serbia,1761,4051
Slovenia,1761,49747
Togo,1761,88142
United States,1761,88235
Netherlands,1761,55021
Cuba,1761,67412
Brunei,1761,59335
Bangladesh,1761,57179
Poland,1761,33093
Greece,1761,70678
Saudi Arabia,1761,81738
Bahamas,1761,40734
South Africa,1761,73615
Bulgaria,1761,74523
Norway,1761,95476
Austria,1761,18019
Turkey,1761,84613
Canada,1761,92794
Croatia,1761,87672
Niger,1761,74847
China,1761,83750
Mongolia,1761,80634
Colombia,1761,29251
Georgia,1761,26945
Eritrea,1761,91852
Samoa,1761,33217
Iran,1761,9308
Montenegro,1761,6949
Lebanon,1761,52990
Ukraine,1761,2150
Kyrgyzstan,1761,90480
Sweden,1761,75740
Myanmar,1761,67617
Vietnam,1761,95841
Gabon,1761,17896
Hungary,1761,47175
Jamaica,1761,8805
North Korea,1761,6237
Poland,1761,21056
Guinea,1761,46543
Luxembourg,1761,57556
New Zealand,1761,4343
Eswatini,1761,14500
Venezuela,1761,54222
Georgia,1761,30375
Tanzania,1761,10662
Bangladesh,1761,17964
Bangladesh,1761,60638
Egypt,1761,74666
Russia,1761,86067
El Salvador,1761,68215
Indonesia,1761,70042
Guinea-Bissau,1761,14284
Malawi,1761,73789
Russia,1761,85664
Netherlands,1761,94468
Luxembourg,1761,62389
Bahamas,1761,10435
Togo,1761,55340
Papua New Guinea,1761,45078
Bulgaria,1761,79832
Georgia,1761,52293
Japan,1761,96981
Panama,1761,79781
Slovakia,1761,61403
United States,1761,30124
Colombia,1761,96435
South Africa,1761,44919
Jamaica,1761,36247
Vietnam,1761,95758
Equatorial Guinea,1761,92747
Dominican Republic,1761,63752
Madagascar,1761,57573
Netherlands,1761,60101
Liberia,1761,27646
Sweden,1761,24049
Belgium,1761,80605
Togo,1761,99116
Ethiopia,1761,98379
Nicaragua,1761,69385
Austria,1761,41158
Georgia,1761,66417
Bhutan,1761,24289
Bangladesh,1761,10823
France,1761,61160
Congo,1761,42975
Vanuatu,1761,10540
Liberia,1761,17364
Angola,1761,5611
Palau,1761,28663
Uruguay,1761,52991
United States,1761,58679
Bangladesh,1761,31977
Mauritius,1761,95704
Tunisia,1761,50115
Palau,1761,92007
Tuvalu,1761,89223
Poland,1761,61890
Cyprus,1761,67387
Luxembourg,1761,19071
Andorra,1761,60275
Syria,1761,73369
Uzbekistan,1761,12938
China,1761,36195
Kazakhstan,1761,92680
Algeria,1761,5000
Israel,1761,71588
Saint Vincent and the Grenadines,1761,94610
Vanuatu,1761,98856
Panama,1761,39304
Nauru,1761,70449
Turkmenistan,1761,83986
Comoros,1761,90643
Czech Republic,1761,21764
Greece,1761,87027
Czech Republic,1761,39494
Burkina Faso,1761,4373
Eritrea,1761,13161
Afghanistan,1761,98532
Moldova,1761,93658
Panama,1761,28350
Argentina,1761,94008
Cameroon,1761,95297
Tonga,1761,26351
Djibouti,1761,89668
Netherlands,1761,16305
Paraguay,1761,76353
Niger,1761,77797
Chad,1761,66953
Canada,1761,58458
Maldives,1761,21358
Sierra Leone,1761,4267
South Africa,1761,83745
Mexico,1761,90588
Syria,1761,39513
South Africa,1761,27092
Guyana,1761,12338
Bhutan,1761,1412
France,1761,8543
Guyana,1761,34496
Bhutan,1761,61692
India,1761,90084
Zambia,1761,93920
Senegal,1761,45425
Peru,1761,39756
Singapore,1761,19888
Guinea-Bissau,1761,36735
Montenegro,1761,48295
Iraq,1761,84042
Iraq,1761,86999
Bosnia and Herzegovina,1761,18955
Tunisia,1761,38841
Equatorial Guinea,1761,71640
Bahrain,1761,66510
Burundi,1761,35911
Niger,1761,60031
Ireland,1761,89726
Comoros,1761,8357
San Marino,1761,33479
Mauritius,1761,62476
Trinidad and Tobago,1761,45811
Belgium,1761,37208
Lesotho,1761,21150
Finland,1761,72180
Angola,1761,44286
Liberia,1762,69450
Philippines,1762,22352
Georgia,1762,56069
Ethiopia,1762,15397
Morocco,1762,42555
Bulgaria,1762,47959
Serbia,1762,1728
Poland,1762,51517
Guinea,1762,67234
Ghana,1762,40954
Fiji,1762,48280
Bahamas,1762,80459
Colombia,1762,17779
Tunisia,1762,64932
Mauritania,1762,73936
Timor-Leste,1762,25466
Montenegro,1762,37939
Libya,1762,70896
Paraguay,1762,36270
China,1762,60163
China,1762,83637
Botswana,1762,52934
Jamaica,1762,65895
Syria,1762,33307
Jordan,1762,55098
Malawi,1762,61921
Sri Lanka,1762,6486
Cyprus,1762,9335
Nicaragua,1762,87900
Japan,1762,90112
Brunei,1762,98203
Mauritius,1762,12130
Eswatini,1762,88508
Iran,1762,61566
Kyrgyzstan,1762,67703
Barbados,1762,28192
Dominica,1762,2062
Oman,1762,85076
Malta,1762,90780
Armenia,1762,22545
Guyana,1762,22689
Andorra,1762,12174
Denmark,1762,89461
Tunisia,1762,10348
Mali,1762,24714
North Korea,1762,39102
Armenia,1762,75460
Italy,1762,90930
Malawi,1762,7801
Togo,1762,73267
Venezuela,1762,49136
Paraguay,1762,24625
Mauritius,1762,83873
Libya,1762,73592
Monaco,1762,78052
Zimbabwe,1762,45261
Belize,1762,2542
Hungary,1762,22677
Monaco,1762,47732
Montenegro,1762,51343
Burkina Faso,1762,40081
Hungary,1762,63856
Nicaragua,1762,94105
Lesotho,1762,89858
Malaysia,1762,20065
Malta,1762,84460
Turkmenistan,1762,89092
Belize,1762,55693
Cabo Verde,1762,27962
Egypt,1762,29295
Palau,1762,14807
Thailand,1762,43348
Nicaragua,1762,27432
Palau,1762,84285
Burkina Faso,1762,92792
Malawi,1762,58854
Lesotho,1762,41262
Burundi,1762,38080
Haiti,1762,2324
North Korea,1762,92267
Oman,1762,36909
Vatican City,1762,90339
Ghana,1762,20870
Ecuador,1762,35578
Myanmar,1762,73124
Burkina Faso,1762,27790
Qatar,1762,26289
Turkey,1762,56129
Italy,1762,94714
Kenya,1762,95246
Algeria,1762,16485
Kazakhstan,1762,45482
Brazil,1762,87188
Slovakia,1762,5748
Czech Republic,1762,87769
Bolivia,1762,10435
Czech Republic,1762,4709
Benin,1762,31355
Guinea-Bissau,1762,56771
Kyrgyzstan,1762,58799
Paraguay,1762,14116
Samoa,1762,26470
Cambodia,1762,43344
Sweden,1762,43918
Albania,1762,53224
Ghana,1762,40298
Sao Tome and Principe,1762,81219
Panama,1762,62629
Ukraine,1762,67040
Burundi,1762,29016
Czech Republic,1762,24960
Angola,1762,34591
Honduras,1762,83848
Barbados,1762,68641
Venezuela,1762,37395
Burkina Faso,1762,23700
Myanmar,1762,35620
United Arab Emirates,1762,21559
Finland,1762,94045
Haiti,1762,94396
Spain,1762,62642
Niger,1762,77539
Syria,1762,22732
Belarus,1762,92362
Lesotho,1762,31354
Sudan,1762,14843
Malaysia,1762,72726
Congo,1762,18640
China,1762,53528
Cameroon,1762,39413
Saint Vincent and the Grenadines,1762,53638
Venezuela,1762,53736
San Marino,1762,69866
Iceland,1762,20087
Iceland,1762,42430
Suriname,1762,25504
Kuwait,1762,8114
Lebanon,1762,79859
Micronesia,1762,11975
Panama,1762,12023
Dominican Republic,1762,22447
Liechtenstein,1762,91469
India,1762,24959
Taiwan,1762,67203
Malta,1762,30703
Kazakhstan,1762,10337
Indonesia,1762,47427
Czech Republic,1762,62529
Norway,1762,85665
Myanmar,1762,32921
Argentina,1762,34307
Netherlands,1762,28355
North Macedonia,1762,5835
Angola,1762,21159
Bolivia,1762,48605
Haiti,1762,39088
Turkey,1762,79752
Lebanon,1762,56284
Kuwait,1762,58043
Israel,1762,36547
Finland,1762,98007
Suriname,1762,83844
Haiti,1762,28532
Bolivia,1762,35349
Maldives,1762,46445
Fiji,1762,6713
Eswatini,1762,57178
Iceland,1762,50407
Liberia,1762,71340
Cabo Verde,1762,51990
Syria,1762,76672
Cabo Verde,1762,66545
Malaysia,1762,85791
Nicaragua,1762,59141
Mali,1762,24793
Belize,1762,57570
Zambia,1762,96084
Tajikistan,1762,38892
Guatemala,1762,2015
Burkina Faso,1762,62813
Guinea,1762,28712
Oman,1762,9415
Gabon,1762,63292
Croatia,1762,24833
Singapore,1762,5158
Malaysia,1762,63680
Montenegro,1762,21309
Saint Lucia,1762,7970
Burkina Faso,1762,73474
Belgium,1762,87704
Senegal,1762,47540
Zimbabwe,1762,21384
Suriname,1762,19017
India,1762,76880
Albania,1762,9702
Botswana,1762,1384
Paraguay,1762,1404
Nepal,1762,41943
South Korea,1762,48926
Dominica,1762,30189
Rwanda,1762,13763
Kuwait,1762,19384
Mongolia,1762,61100
Zimbabwe,1762,99142
Iran,1762,10860
Saint Vincent and the Grenadines,1762,81642
Sri Lanka,1762,51612
Austria,1762,24574
Iceland,1762,24524
Guatemala,1762,70172
Italy,1762,11916
Belgium,1762,5809
Ukraine,1762,33201
Costa Rica,1762,54330
Congo,1762,14456
Myanmar,1762,57397
Albania,1762,39765
Singapore,1762,35816
Iceland,1762,46106
Haiti,1762,54932
Ukraine,1762,18100
Russia,1762,58091
Mongolia,1762,22949
Moldova,1762,71080
Portugal,1762,38744
Congo,1762,46543
Greece,1762,93193
Dominica,1762,37187
Sweden,1762,8239
Latvia,1762,15489
Montenegro,1762,59017
Mozambique,1762,62877
Jamaica,1762,44125
South Korea,1762,50922
Rwanda,1762,95074
Cyprus,1762,33049
Guyana,1762,38131
Nepal,1762,43944
Uruguay,1762,74963
Cameroon,1762,25285
Saint Vincent and the Grenadines,1762,38626
Palau,1762,43808
Zimbabwe,1762,89464
Ireland,1762,54871
Iraq,1762,20198
Ecuador,1762,20758
Belgium,1762,16254
Togo,1762,45238
Dominican Republic,1762,2252
Tunisia,1762,40764
Taiwan,1762,78709
Ecuador,1762,38441
Liechtenstein,1762,93234
Palau,1762,54682
Rwanda,1762,60494
Tunisia,1762,82317
Congo,1762,66215
Bulgaria,1762,79587
Guinea-Bissau,1762,7949
Eritrea,1762,56393
Morocco,1762,74553
Saint Lucia,1762,7941
Bahamas,1762,26934
Vanuatu,1762,24386
Chile,1762,62886
Indonesia,1762,76745
Sweden,1762,84251
Poland,1762,95456
Central African Republic,1762,54413
Romania,1762,57800
Honduras,1762,98239
Sao Tome and Principe,1762,43318
Finland,1762,71173
Myanmar,1762,71390
Madagascar,1762,53329
Vietnam,1762,44088
Libya,1762,40811
Sierra Leone,1762,56479
Guyana,1762,86392
Germany,1762,88369
China,1762,20963
Switzerland,1762,56123
Cambodia,1762,93705
Lesotho,1762,74477
Malta,1762,15388
North Korea,1762,6569
Guinea,1762,70836
Myanmar,1762,37586
Mauritius,1762,13015
South Korea,1762,46002
Maldives,1762,7254
Israel,1762,18144
Nicaragua,1762,25214
Jordan,1762,81719
Cuba,1762,72774
Georgia,1762,7090
Peru,1762,12637
Cyprus,1762,23415
Switzerland,1762,25071
Iran,1762,59243
Switzerland,1763,42240
Estonia,1763,84807
Vanuatu,1763,34434
Trinidad and Tobago,1763,70724
Seychelles,1763,76697
Egypt,1763,29732
Portugal,1763,12314
Nepal,1763,24954
Malta,1763,58108
Israel,1763,88044
Romania,1763,88505
Algeria,1763,37668
Slovakia,1763,24061
Greece,1763,80252
Seychelles,1763,40749
Luxembourg,1763,17907
Guyana,1763,19777
Greece,1763,94229
Cambodia,1763,52745
Sierra Leone,1763,92865
Oman,1763,82818
Andorra,1763,24624
Djibouti,1763,24321
Senegal,1763,11488
Botswana,1763,23574
Seychelles,1763,6240
Kyrgyzstan,1763,44221
Saint Kitts and Nevis,1763,11478
Zambia,1763,56645
Singapore,1763,20262
Saint Lucia,1763,53796
Dominican Republic,1763,5432
Liechtenstein,1763,96257
Eswatini,1763,65291
Azerbaijan,1763,80104
Trinidad and Tobago,1763,60399
Qatar,1763,80714
Equatorial Guinea,1763,51428
Uganda,1763,88731
Ecuador,1763,1302
Latvia,1763,83558
Papua New Guinea,1763,1055
Mongolia,1763,9717
Fiji,1763,29699
Samoa,1763,74686
New Zealand,1763,68661
Congo,1763,45247
El Salvador,1763,17748
Burkina Faso,1763,5621
Thailand,1763,16034
South Korea,1763,6126
Nauru,1763,6122
Mauritius,1763,19030
Colombia,1763,83838
Kazakhstan,1763,85717
Zambia,1763,56658
Iceland,1763,39638
Bulgaria,1763,68067
Ghana,1763,89869
Ukraine,1763,35674
Mexico,1763,36854
Algeria,1763,47271
Chad,1763,74688
Chile,1763,39518
Iran,1763,11267
Laos,1763,91825
Bahamas,1763,2062
Serbia,1763,51448
Mauritania,1763,96462
Paraguay,1763,7229
Bulgaria,1763,57793
Vatican City,1763,48915
Togo,1763,5632
Chad,1763,4596
Trinidad and Tobago,1763,7168
Algeria,1763,8561
Venezuela,1763,74794
United States,1763,83152
Marshall Islands,1763,27734
Nepal,1763,7371
Samoa,1763,27069
Zimbabwe,1763,80905
Spain,1763,13910
Bangladesh,1763,74479
North Macedonia,1763,78735
Belize,1763,82264
Paraguay,1763,24275
Cabo Verde,1763,73274
Rwanda,1763,82449
United Arab Emirates,1763,61004
Indonesia,1763,63981
Micronesia,1763,85659
Benin,1763,55553
Belize,1763,49447
Guatemala,1763,35529
Bangladesh,1763,76703
Eritrea,1763,77090
Jordan,1763,18260
Slovenia,1763,4812
South Africa,1763,29024
Spain,1763,59656
Vatican City,1763,28285
Botswana,1763,93436
Iraq,1763,2605
Micronesia,1763,72158
Kyrgyzstan,1763,73303
Syria,1763,28139
Libya,1763,78149
Singapore,1763,57138
Australia,1763,77125
Saint Vincent and the Grenadines,1763,14918
Kazakhstan,1763,86655
Iraq,1763,28446
Canada,1763,14046
Chad,1763,25818
Malta,1763,5324
Zambia,1763,77323
Bulgaria,1763,10111
Turkmenistan,1763,39110
Japan,1763,17389
Palau,1763,42427
Azerbaijan,1763,80579
Turkmenistan,1763,29746
Suriname,1763,88886
Honduras,1763,1117
Philippines,1763,85471
Israel,1763,14234
Ghana,1763,54441
Bahamas,1763,1846
Mali,1763,11954
Jordan,1763,80239
Mali,1763,47514
Saint Vincent and the Grenadines,1763,89236
Qatar,1763,98579
Georgia,1763,7469
Sierra Leone,1763,31105
Norway,1763,43101
Cabo Verde,1763,65323
Austria,1763,92922
Eswatini,1763,59067
Morocco,1763,50376
Norway,1763,46587
Saint Lucia,1763,37976
Grenada,1763,68584
Tuvalu,1763,79477
Tonga,1763,43533
Cabo Verde,1763,2828
Uganda,1763,2917
Kiribati,1763,21618
Liechtenstein,1763,33254
Montenegro,1763,48362
Iceland,1763,21128
Nicaragua,1763,60383
Turkmenistan,1763,66545
Guatemala,1763,83180
Sierra Leone,1763,88958
Fiji,1763,10865
Hungary,1763,3219
Mauritius,1763,40809
Kiribati,1763,6287
Turkmenistan,1763,35387
Djibouti,1763,9512
Georgia,1763,2342
Guinea,1763,64076
Uzbekistan,1763,20216
Colombia,1763,94070
El Salvador,1763,80767
Kenya,1763,98829
Zambia,1763,27614
Syria,1763,37258
Chad,1763,94789
Guinea,1763,43078
Niger,1763,84524
Saint Lucia,1763,97573
Italy,1763,13219
United Arab Emirates,1763,1235
Philippines,1763,43929
North Macedonia,1763,68444
Russia,1763,9567
Slovenia,1763,71792
Burkina Faso,1763,66441
Malawi,1763,85555
Cabo Verde,1763,74698
Rwanda,1763,6415
Austria,1763,37159
United Kingdom,1763,44925
Yemen,1763,6951
Norway,1763,88388
Vatican City,1763,9007
Norway,1763,42832
Philippines,1763,59596
Tanzania,1763,31523
Somalia,1763,89861
Chile,1763,87740
Morocco,1763,16524
Papua New Guinea,1763,20282
India,1763,24930
Afghanistan,1763,1077
Croatia,1763,21611
South Korea,1763,17984
Mauritania,1763,15060
Portugal,1763,83985
Brunei,1763,85056
Yemen,1763,44303
Switzerland,1763,60207
Congo,1763,76046
Angola,1763,30287
Vietnam,1763,94709
Nauru,1763,40711
Thailand,1763,12954
Mali,1763,74340
Chile,1763,73101
Rwanda,1763,72520
Liberia,1763,88062
Bolivia,1763,19574
Guyana,1763,10184
Dominican Republic,1763,20096
Costa Rica,1763,68728
Botswana,1763,35016
Nauru,1763,12246
Jordan,1763,46558
Oman,1763,19381
Zimbabwe,1763,37455
Trinidad and Tobago,1763,93263
Monaco,1763,5018
Guinea-Bissau,1763,12302
Grenada,1763,68506
Nigeria,1763,42157
Belgium,1763,55917
Italy,1763,93738
Cabo Verde,1763,97646
Namibia,1763,84122
New Zealand,1763,25519
Bhutan,1763,97809
Andorra,1763,88487
Bulgaria,1763,57819
Indonesia,1763,81910
Cyprus,1763,72324
South Korea,1763,6408
Andorra,1763,60379
Mexico,1763,26053
Saudi Arabia,1763,10446
Algeria,1763,1922
Saudi Arabia,1763,99723
Thailand,1763,52356
Malta,1763,11789
Benin,1763,98720
Montenegro,1763,67656
United Arab Emirates,1763,45028
Paraguay,1763,65484
Congo,1763,33154
Tunisia,1763,83870
Guatemala,1763,3336
Sudan,1763,68779
Azerbaijan,1763,20029
India,1763,60201
Eswatini,1763,33265
Bahamas,1763,44872
Iran,1763,47197
Bahamas,1763,56180
Saint Kitts and Nevis,1763,24710
Portugal,1763,30486
China,1763,72907
Libya,1763,72895
Uganda,1763,65435
Uganda,1763,41631
Benin,1763,21103
Mongolia,1763,65772
Afghanistan,1763,15382
Togo,1763,85291
Japan,1763,4756
Mali,1763,21609
Brazil,1763,17478
Armenia,1763,40666
Namibia,1763,76683
Luxembourg,1763,72315
Nepal,1763,78834
Tajikistan,1763,15153
Laos,1763,77325
Oman,1763,13999
Indonesia,1763,56318
Zimbabwe,1763,1814
Senegal,1763,77077
Vanuatu,1763,91474
Ethiopia,1763,3443
Sri Lanka,1763,76993
Bahamas,1763,76916
Nigeria,1763,74319
Uzbekistan,1763,18368
Burundi,1763,16328
Australia,1763,57942
Canada,1763,92751
Iceland,1763,28306
Costa Rica,1763,86451
