country,year,morts
Afghanistan,1880,1066294.8543645367
Afghanistan,1881,1065297.1414747583
Afghanistan,1882,1064552.3504895037
Afghanistan,1883,1064479.140574568
Afghanistan,1884,1064425.9413531895
Afghanistan,1885,1064186.7670942158
Afghanistan,1886,1063986.8187963942
Afghanistan,1887,1063960.6231069756
Afghanistan,1888,1063960.1266851707
Afghanistan,1889,1063164.338009622
Afghanistan,1890,1062939.4568381705
Afghanistan,1891,1062900.483498258
Afghanistan,1892,1062585.799989897
Afghanistan,1893,1062488.0509727197
Afghanistan,1894,1062210.562677966
Afghanistan,1895,1062193.8489434766
Afghanistan,1896,1062085.436023801
Afghanistan,1897,1062084.7132967596
Afghanistan,1898,1061867.8587781019
Afghanistan,1899,1061802.449496303
Afghanistan,1900,1061498.4916658574
Afghanistan,1901,1061253.4674199643
Afghanistan,1902,1061105.3992246166
Afghanistan,1903,1060598.9611462099
Afghanistan,1904,1060413.9068565634
Afghanistan,1905,1060217.9945937458
Afghanistan,1906,1060144.5525768201
Afghanistan,1907,1060062.1642392213
Afghanistan,1908,1059950.6110146553
Afghanistan,1909,1059843.8945236544
Afghanistan,1910,1059806.1316733225
Afghanistan,1911,1059652.6178030355
Afghanistan,1912,1059209.0680165158
Afghanistan,1913,1059199.2809248285
Afghanistan,1914,1059143.6723606912
Afghanistan,1915,1059124.7629305136
Afghanistan,1916,1058922.2646142014
Afghanistan,1917,1058840.624065646
Afghanistan,1918,1058665.283338753
Afghanistan,1919,1058647.1830583147
Afghanistan,1920,1058603.9523701065
Afghanistan,1921,1058563.4053336803
Afghanistan,1922,1058544.8234718426
Afghanistan,1923,1058342.3829517076
Afghanistan,1924,1058291.926555424
Afghanistan,1925,1057935.07471463
Afghanistan,1926,1057909.000319208
Afghanistan,1927,1057529.4733004647
Afghanistan,1928,1057394.7968441595
Afghanistan,1929,1057321.6695138975
Afghanistan,1930,1056894.5433869546
Afghanistan,1931,1056613.6707817013
Afghanistan,1932,1056545.9095992425
Afghanistan,1933,1056528.9111546504
Afghanistan,1934,1056039.140499547
Afghanistan,1935,1055987.1320656205
Afghanistan,1936,1055832.081932061
Afghanistan,1937,1055779.8706564107
Afghanistan,1938,1055240.8960385828
Afghanistan,1939,1055140.1848647946
Afghanistan,1940,1054997.9672419087
Afghanistan,1941,1054988.5887980927
Afghanistan,1942,1054877.486531399
Afghanistan,1943,1054820.4795147262
Afghanistan,1944,1054754.4184355794
Afghanistan,1945,1054490.5839505326
Afghanistan,1946,1054407.416682061
Afghanistan,1947,1054111.8772618556
Afghanistan,1948,1054068.9984129355
Afghanistan,1949,1053691.0600795292
Afghanistan,1950,1053647.6667618584
Afghanistan,1951,1053441.1125248922
Afghanistan,1952,1053232.3962468428
Afghanistan,1953,1053080.9227393954
Afghanistan,1954,1052846.9504269944
Afghanistan,1955,1052781.104435572
Afghanistan,1956,1052652.1121461636
Afghanistan,1957,1052628.907598907
Afghanistan,1958,1052425.2710037064
Afghanistan,1959,1052048.607098883
Afghanistan,1960,1051916.1302035013
Afghanistan,1961,1051722.4403785844
Afghanistan,1962,1051714.4715707288
Afghanistan,1963,1051545.9676077776
Afghanistan,1964,1051501.2568085983
Afghanistan,1965,1051384.3872311602
Afghanistan,1966,1051291.6072159205
Afghanistan,1967,1051105.4990174563
Afghanistan,1968,1050818.4794193802
Afghanistan,1969,1050674.9630829822
Afghanistan,1970,1050642.6849571806
Afghanistan,1971,1050515.7655648936
Afghanistan,1972,1050474.7359282966
Afghanistan,1973,1050361.4866773372
Afghanistan,1974,1050323.400113218
Afghanistan,1975,1050202.449357229
Afghanistan,1976,1050050.7010482834
Afghanistan,1977,1049990.75799978
Afghanistan,1978,1049496.834356348
Afghanistan,1979,1049263.3725014795
Afghanistan,1980,1049079.0291386738
Afghanistan,1981,1048871.990218349
Afghanistan,1982,1048852.289877265
Afghanistan,1983,1048849.683072795
Afghanistan,1984,1048721.3050076105
Afghanistan,1985,1048616.480858547
Afghanistan,1986,1048601.657948481
Afghanistan,1987,1048224.9786196401
Afghanistan,1988,1048100.1230572109
Afghanistan,1989,1048058.4074461128
Afghanistan,1990,1047784.0279691898
Afghanistan,1991,1047764.6001876376
Afghanistan,1992,1047709.8057699376
Afghanistan,1993,1047641.2641785215
Afghanistan,1994,1047606.3224076089
Afghanistan,1995,1047539.0569853892
Afghanistan,1996,1047474.3291534458
Afghanistan,1997,1047456.0475539105
Afghanistan,1998,1047067.2662937153
Afghanistan,1999,1046889.3043065921
Afghanistan,2000,1046843.1223684454
Afghanistan,2001,1046684.1977342851
Afghanistan,2002,1046649.4814796455
Afghanistan,2003,1046640.1753654383
Afghanistan,2004,1046633.9918310726
Afghanistan,2005,1046596.266461389
Afghanistan,2006,1046538.9520117418
Afghanistan,2007,1046439.238601594
Afghanistan,2008,1046356.9636260216
Afghanistan,2009,1046225.5858277988
Afghanistan,2010,1046218.973874383
Afghanistan,2011,1046198.960992732
Afghanistan,2012,1045916.2313521196
Afghanistan,2013,1045706.296008246
Afghanistan,2014,1045471.842722015
Afghanistan,2015,1045387.8933472377
Afghanistan,2016,1045380.9942528943
Afghanistan,2017,1045279.2027635897
Afghanistan,2018,1045190.0498877647
Afghanistan,2019,1044959.4943889123
Afghanistan,2020,1044892.1071561312
Afghanistan,2021,1044846.436882173
Afghanistan,2022,1044844.2597950237
Afghanistan,2023,1044804.7556836974
Albania,1760,1044583.7061523136
Albania,1761,1044539.7880315927
Albania,1762,1044520.0354595905
Albania,1763,1044345.9483680619
Albania,1764,1044216.2135128798
Albania,1765,1044076.4429076108
Albania,1766,1044000.8009015591
Albania,1767,1043950.7955292938
Albania,1768,1043659.2567832511
Albania,1769,1043559.0413863326
Albania,1770,1043466.1001660938
Albania,1771,1043167.7594436861
Albania,1772,1043059.1978939744
Albania,1773,1042858.6975053695
Albania,1774,1042858.2340532464
Albania,1775,1042600.0933839589
Albania,1776,1042571.5213493328
Albania,1777,1042567.7227886481
Albania,1778,1042468.5430595144
Albania,1779,1042437.8194515378
Albania,1780,1042322.2701698737
Albania,1781,1042301.2485119727
Albania,1782,1042245.6572031358
Albania,1783,1041781.0506027925
Albania,1784,1041589.2835303035
Albania,1785,1041557.735953614
Albania,1786,1041267.107396122
Albania,1787,1041254.055553154
Albania,1788,1041220.8537322416
Albania,1789,1041096.0391485293
Albania,1790,1040995.7291870611
Albania,1791,1040696.3831864308
Albania,1792,1040445.5372214881
Albania,1793,1040340.2808078419
Albania,1794,1040316.9414214644
Albania,1795,1040094.3865985083
Albania,1796,1040059.361009146
Albania,1797,1039963.0146304931
Albania,1798,1039943.3351830526
Albania,1799,1039842.6631008631
Albania,1800,1039617.375977765
Albania,1801,1039527.0128109758
Albania,1802,1039362.3525419267
Albania,1803,1039209.3611507431
Albania,1804,1039160.7857486939
Albania,1805,1039089.0694720236
Albania,1806,1038998.9106852333
Albania,1807,1038975.6113743496
Albania,1808,1038812.6043738758
Albania,1809,1038769.4391924762
Albania,1810,1038764.4428920023
Albania,1811,1038713.0295337811
Albania,1812,1038578.3393713068
Albania,1813,1038547.0223906783
Albania,1814,1038215.6384327672
Albania,1815,1038145.6175451516
Albania,1816,1038142.9139211153
Albania,1817,1038083.3970834209
Albania,1818,1038034.4839344724
Albania,1819,1037975.1118498174
Albania,1820,1037958.9265579818
Albania,1821,1037939.6789543392
Albania,1822,1037858.396780895
Albania,1823,1037812.1369835215
Albania,1824,1037753.7593416715
Albania,1825,1037623.3972189652
Albania,1826,1037555.4784340907
Albania,1827,1037386.1862620423
Albania,1828,1037344.6594159062
Albania,1829,1037294.4228213908
Albania,1830,1037293.5578121571
Albania,1831,1037249.6442167214
Albania,1832,1037200.8988680573
Albania,1833,1037194.5760544109
Albania,1834,1037179.692549536
Albania,1835,1037133.8240328355
Albania,1836,1037004.0658362241
Albania,1837,1036970.2483841983
Albania,1838,1036953.6504147751
Albania,1839,1036944.3512747972
Albania,1840,1036788.7501101376
Albania,1841,1036768.9702417277
Albania,1842,1036675.090750772
Albania,1843,1036576.711748648
Albania,1844,1036343.7034615757
Albania,1845,1036292.799405803
Albania,1846,1036255.2747721898
Albania,1847,1036207.5734690919
Albania,1848,1036145.8332574442
Albania,1849,1036127.226440131
Albania,1850,1036122.5559173228
Albania,1851,1036118.5927640038
Albania,1852,1036101.7179428064
Albania,1853,1036029.8754729652
Albania,1854,1036026.0997922918
Albania,1855,1035986.9756506033
Albania,1856,1035919.242248135
Albania,1857,1035887.5450462612
Albania,1858,1035791.0061110298
Albania,1859,1035785.5212106846
Albania,1860,1035760.7886438527
Albania,1861,1035513.9196067814
Albania,1862,1035266.3466454811
Albania,1863,1035191.3830585874
Albania,1864,1035063.8977528008
Albania,1865,1035037.2727923153
Albania,1866,1035036.5920713186
Albania,1867,1034862.308320783
Albania,1868,1034835.8097201864
Albania,1869,1034799.3734297286
Albania,1870,1034576.929054664
Albania,1871,1034572.4665202658
Albania,1872,1034564.5119104662
Albania,1873,1034334.8364824642
Albania,1874,1034208.3403252794
Albania,1875,1034186.1832471992
Albania,1876,1033945.1475606025
Albania,1877,1033812.5668495073
Albania,1878,1033767.7960908399
Albania,1879,1033754.0419827753
Albania,1880,1033682.5870241016
Albania,1881,1033674.5793323405
Albania,1882,1033673.587760847
Albania,1883,1033618.0283215002
Albania,1884,1033595.4645249269
Albania,1885,1033593.8233215216
Albania,1886,1033591.2283420134
Albania,1887,1033551.315836234
Albania,1888,1033501.7134356644
Albania,1889,1033425.8295281329
Albania,1890,1033343.2564845559
Albania,1891,1033314.2062714201
Albania,1892,1033279.4079222676
Albania,1893,1033213.303813031
Albania,1894,1033198.6356351045
Albania,1895,1032919.8851106912
Albania,1896,1032879.0463905641
Albania,1897,1032846.0857643911
Albania,1898,1032807.5573422742
Albania,1899,1032783.2560466917
Albania,1900,1032750.1685301438
Albania,1901,1032678.8153324695
Albania,1902,1032624.8666646776
Albania,1903,1032621.6524772864
Albania,1904,1032508.0412265811
Albania,1905,1032501.8468795742
Albania,1906,1032427.9242679061
Albania,1907,1032417.1138108888
Albania,1908,1032328.4026468252
Albania,1909,1032300.2413805514
Albania,1910,1032278.2100942654
Albania,1911,1032252.7470048849
Albania,1912,1032154.4904217895
Albania,1913,1032089.2105522313
Albania,1914,1032033.3017546377
Albania,1915,1032025.9942865062
Albania,1916,1031813.5012651262
Albania,1917,1031769.1103854283
Albania,1918,1031559.0664540956
Albania,1919,1031507.804918572
Albania,1920,1031481.3591577305
Albania,1921,1031356.915300857
Albania,1922,1031335.953159132
Albania,1923,1031321.3168732901
Albania,1924,1031278.06121607
Albania,1925,1031259.1056487336
Albania,1926,1031239.5691993345
Albania,1927,1031182.4314627966
Albania,1928,1031152.3757659651
Albania,1929,1030997.8263321933
Albania,1930,1030948.5038228735
Albania,1931,1030778.9243989481
Albania,1932,1030728.2199562602
Albania,1933,1030728.149377944
Albania,1934,1030664.8677804224
Albania,1935,1030401.6153121992
Albania,1936,1030389.1710277882
Albania,1937,1030311.4099556289
Albania,1938,1030303.7470743906
Albania,1939,1030078.4112732455
Albania,1940,1030045.1176681237
Albania,1941,1029984.4960459411
Albania,1942,1029949.1296873868
Albania,1943,1029942.4982413207
Albania,1944,1029878.874856014
Albania,1945,1029723.1190332955
Albania,1946,1029538.4733487623
Albania,1947,1029516.5742157511
Albania,1948,1029515.6283783359
Albania,1949,1029105.75403019
Albania,1950,1029096.0536500338
Albania,1951,1028991.937924327
Albania,1952,1028934.6262673707
Albania,1953,1028870.4736313658
Albania,1954,1028849.3249391812
Albania,1955,1028788.3597007758
Albania,1956,1028788.1653588584
Albania,1957,1028738.7160777262
Albania,1958,1028595.4087280534
Albania,1959,1028516.9306238951
Albania,1960,1028501.7072911174
Albania,1961,1028416.6650173885
Albania,1962,1028285.243571902
Albania,1963,1028172.255643115
Albania,1964,1028039.1031927401
Albania,1965,1027944.1366688624
Albania,1966,1027791.928806733
Albania,1967,1027771.8416764277
Albania,1968,1027750.4249857189
Albania,1969,1027723.5943360464
Albania,1970,1027669.306222102
Albania,1971,1027633.0781708331
Albania,1972,1027617.1490693262
Albania,1973,1027601.3843573106
Albania,1974,1027587.7819481156
Albania,1975,1027472.6558760679
Albania,1976,1027451.0365435162
Albania,1977,1027421.5138399919
Albania,1978,1027410.7720365176
Albania,1979,1027405.9230335306
Albania,1980,1027341.013047194
Albania,1981,1027319.9431521115
Albania,1982,1027295.4044876315
Albania,1983,1027116.3378813971
Albania,1984,1026987.8969951657
Albania,1985,1026938.6939768022
Albania,1986,1026919.5964877355
Albania,1987,1026772.1299026953
Albania,1988,1026705.4201573046
Albania,1989,1026657.7916737157
Albania,1990,1026638.6586140152
Albania,1991,1026637.279730608
Albania,1992,1026621.8885189827
Albania,1993,1026578.9762981115
Albania,1994,1026421.1737599019
Albania,1995,1026413.266084087
Albania,1996,1026274.695864981
Albania,1997,1026221.925669712
Albania,1998,1026179.8926897564
Albania,1999,1026173.0413074379
Albania,2000,1026142.0708356225
Albania,2001,1026007.3863822205
Albania,2002,1025993.7801578061
Albania,2003,1025958.0340863296
Albania,2004,1025659.3106839635
Albania,2005,1025532.5779843003
Albania,2006,1025455.5653156787
Albania,2007,1025445.2862791022
Albania,2008,1025329.5779226394
Albania,2009,1025232.3739374357
Albania,2010,1025203.7626581232
Albania,2011,1025197.1832043815
Albania,2012,1025182.8673377442
Albania,2013,1025012.6954629587
Albania,2014,1024942.0334039909
Albania,2015,1024825.7556693524
Albania,2016,1024823.4087831505
Albania,2017,1024822.2897967363
Albania,2018,1024820.9325170362
Albania,2019,1024799.7781425167
Albania,2020,1024753.2499665063
Albania,2021,1024681.5663839477
Albania,2022,1024619.1992343544
Albania,2023,1024532.2142179445
Algeria,1760,1024507.0977529103
Algeria,1761,1024476.241562226
Algeria,1762,1024473.6829716725
Algeria,1763,1024453.3387586157
Algeria,1764,1024451.8885724078
Algeria,1765,1024325.9833810377
Algeria,1766,1024316.0713036698
Algeria,1767,1024289.5012218078
Algeria,1768,1024279.6995998437
Algeria,1769,1024221.7411671331
Algeria,1770,1024153.9296850392
Algeria,1771,1024121.5862071756
Algeria,1772,1024019.2695920373
Algeria,1773,1024006.0536011984
Algeria,1774,1023942.2403726976
Algeria,1775,1023921.5139781542
Algeria,1776,1023870.1619903726
Algeria,1777,1023827.7539714396
Algeria,1778,1023786.1745121962
Algeria,1779,1023740.365583774
Algeria,1780,1023722.3370884806
Algeria,1781,1023669.5968474151
Algeria,1782,1023509.4291627139
Algeria,1783,1023262.4363057772
Algeria,1784,1023209.4584296877
Algeria,1785,1023155.5838596582
Algeria,1786,1023137.7876088175
Algeria,1787,1023118.1908303085
Algeria,1788,1023105.8389191356
Algeria,1789,1022942.1339335884
Algeria,1790,1022899.4415702043
Algeria,1791,1022861.6661831862
Algeria,1792,1022858.3226417333
Algeria,1793,1022830.5192206996
Algeria,1794,1022678.1433765222
Algeria,1795,1022559.0666269455
Algeria,1796,1022516.3876787432
Algeria,1797,1022423.3657190404
Algeria,1798,1022390.7634911907
Algeria,1799,1022331.1212185982
Algeria,1800,1022314.5445568638
Algeria,1801,1022203.3062757564
Algeria,1802,1022190.9145579095
Algeria,1803,1022171.0010145672
Algeria,1804,1022169.3966780717
Algeria,1805,1022149.372362528
Algeria,1806,1022123.9581803955
Algeria,1807,1022091.3232044472
Algeria,1808,1022015.3364024463
Algeria,1809,1021903.1579400147
Algeria,1810,1021897.5633059018
Algeria,1811,1021890.0179562876
Algeria,1812,1021885.6117628729
Algeria,1813,1021738.1868687834
Algeria,1814,1021699.9754684184
Algeria,1815,1021696.629199501
Algeria,1816,1021656.3362644898
Algeria,1817,1021644.1144062929
Algeria,1818,1021642.6569566586
Algeria,1819,1021622.1662667986
Algeria,1820,1021564.0504764093
Algeria,1821,1021538.9434157291
Algeria,1822,1021505.9908822471
Algeria,1823,1021360.0567313972
Algeria,1824,1021357.8338419872
Algeria,1825,1021175.2996014353
Algeria,1826,1021171.210592688
Algeria,1827,1021084.4507446538
Algeria,1828,1020954.2610950525
Algeria,1829,1020857.1500254141
Algeria,1830,1020778.3176529489
Algeria,1831,1020766.6822347884
Algeria,1832,1020738.2291614896
Algeria,1833,1020630.4847091434
Algeria,1834,1020557.4268565142
Algeria,1835,1020538.2554203543
Algeria,1836,1020537.0618514533
Algeria,1837,1020418.5657429487
Algeria,1838,1020322.1487343793
Algeria,1839,1020293.0072429499
Algeria,1840,1020260.2252381891
Algeria,1841,1020241.6609976534
Algeria,1842,1020092.5807910266
Algeria,1843,1020056.3754323144
Algeria,1844,1020037.6701256634
Algeria,1845,1019951.112389589
Algeria,1846,1019836.0462673842
Algeria,1847,1019781.531775221
Algeria,1848,1019764.9273145414
Algeria,1849,1019682.6896649182
Algeria,1850,1019570.4075765498
Algeria,1851,1019558.4690827612
Algeria,1852,1019205.3746119781
Algeria,1853,1019145.939491087
Algeria,1854,1018992.4365322677
Algeria,1855,1018963.5739929455
Algeria,1856,1018894.1387352939
Algeria,1857,1018862.4485149367
Algeria,1858,1018692.1063509518
Algeria,1859,1018675.7721186037
Algeria,1860,1018628.4623455871
Algeria,1861,1018582.427515539
Algeria,1862,1018480.4320739242
Algeria,1863,1018450.949689037
Algeria,1864,1018429.0125276812
Algeria,1865,1018367.1283472299
Algeria,1866,1018360.0887589919
Algeria,1867,1018250.2758626058
Algeria,1868,1018237.031337191
Algeria,1869,1018152.7592195648
Algeria,1870,1017984.1532906628
Algeria,1871,1017983.6593434497
Algeria,1872,1017838.1724161637
Algeria,1873,1017810.4729614013
Algeria,1874,1017772.4335907974
Algeria,1875,1017766.9275792828
Algeria,1876,1017753.2149722218
Algeria,1877,1017726.8859996068
Algeria,1878,1017683.1203025709
Algeria,1879,1017585.3666133214
Algeria,1880,1017566.9085994542
Algeria,1881,1017563.3133890164
Algeria,1882,1017513.8185193136
Algeria,1883,1017444.0746653639
Algeria,1884,1017424.0831312003
Algeria,1885,1017394.2293007144
Algeria,1886,1017369.142600531
Algeria,1887,1017365.1658609128
Algeria,1888,1017325.0784487448
Algeria,1889,1017320.0983557873
Algeria,1890,1017309.9764803433
Algeria,1891,1017309.5015838351
Algeria,1892,1017282.6676767252
Algeria,1893,1017206.3004851384
Algeria,1894,1017169.5421479568
Algeria,1895,1017067.5009544124
Algeria,1896,1017037.6779549931
Algeria,1897,1016990.9958460473
Algeria,1898,1016912.7634114882
Algeria,1899,1016797.6595178309
Algeria,1900,1016751.470830018
Algeria,1901,1016733.8332349983
Algeria,1902,1016700.6238187886
Algeria,1903,1016632.9202193269
Algeria,1904,1016616.9704331555
Algeria,1905,1016614.4074831039
Algeria,1906,1016609.6913397819
Algeria,1907,1016596.0515416616
Algeria,1908,1016435.1211686918
Algeria,1909,1016393.2664755475
Algeria,1910,1016316.7418355248
Algeria,1911,1016273.0029486418
Algeria,1912,1016250.3013106711
Algeria,1913,1016239.3549470162
Algeria,1914,1016164.5158362966
Algeria,1915,1016067.6553360608
Algeria,1916,1016056.6426022938
Algeria,1917,1016045.9515408517
Algeria,1918,1015952.4796621737
Algeria,1919,1015892.00664225
Algeria,1920,1015881.706123525
Algeria,1921,1015870.7663779861
Algeria,1922,1015762.1286951997
Algeria,1923,1015635.9400171494
Algeria,1924,1015617.2722488029
Algeria,1925,1015563.1847923261
Algeria,1926,1015469.1116881428
Algeria,1927,1015444.0608750734
Algeria,1928,1015427.7606864406
Algeria,1929,1015412.4654643317
Algeria,1930,1015410.7082891598
Algeria,1931,1015403.3714330293
Algeria,1932,1015399.0236298334
Algeria,1933,1015373.4380660144
Algeria,1934,1015371.5593767785
Algeria,1935,1015370.1988037087
Algeria,1936,1015367.2543495742
Algeria,1937,1015310.2770982
Algeria,1938,1015224.2952515803
Algeria,1939,1015209.7100917582
Algeria,1940,1015197.4185347781
Algeria,1941,1015159.990005945
Algeria,1942,1015040.9366035423
Algeria,1943,1015013.6689042267
Algeria,1944,1014981.0917954226
Algeria,1945,1014951.4043692072
Algeria,1946,1014860.5839907157
Algeria,1947,1014834.1264755302
Algeria,1948,1014758.867215989
Algeria,1949,1014757.016369445
Algeria,1950,1014744.7935147723
Algeria,1951,1014739.1427583139
Algeria,1952,1014718.4740567837
Algeria,1953,1014627.3236328547
Algeria,1954,1014502.9121782652
Algeria,1955,1014444.6777074821
Algeria,1956,1014411.2816579655
Algeria,1957,1014389.3470920249
Algeria,1958,1014380.929890459
Algeria,1959,1014243.4200343452
Algeria,1960,1014202.9107879448
Algeria,1961,1014091.7658525086
Algeria,1962,1014072.633863494
Algeria,1963,1014008.5982442328
Algeria,1964,1014005.7958544741
Algeria,1965,1013996.218857707
Algeria,1966,1013878.1398051607
Algeria,1967,1013831.9257055608
Algeria,1968,1013745.5750150607
Algeria,1969,1013740.860497458
Algeria,1970,1013739.170217976
Algeria,1971,1013689.0980699827
Algeria,1972,1013525.893944442
Algeria,1973,1013504.9541774568
Algeria,1974,1013490.8006094042
Algeria,1975,1013479.6884410284
Algeria,1976,1013327.1238592614
Algeria,1977,1013063.0545059596
Algeria,1978,1013054.4778024191
Algeria,1979,1013026.5271885021
Algeria,1980,1013013.9422464981
Algeria,1981,1012981.1391730297
Algeria,1982,1012933.672697967
Algeria,1983,1012925.258307885
Algeria,1984,1012868.031910286
Algeria,1985,1012835.9858595957
Algeria,1986,1012833.7830388005
Algeria,1987,1012752.3660906162
Algeria,1988,1012667.3476804625
Algeria,1989,1012593.5515743856
Algeria,1990,1012566.8142408709
Algeria,1991,1012541.2656798315
Algeria,1992,1012441.7315436088
Algeria,1993,1012289.6764408082
Algeria,1994,1012285.8659696626
Algeria,1995,1012275.5472917474
Algeria,1996,1012189.7762539152
Algeria,1997,1012132.5383318267
Algeria,1998,1012061.8502824175
Algeria,1999,1012038.3345261343
Algeria,2000,1011978.2152343213
Algeria,2001,1011947.8217104332
Algeria,2002,1011858.0722529707
Algeria,2003,1011715.3382924809
Algeria,2004,1011667.9008580254
Algeria,2005,1011655.2294068139
Algeria,2006,1011552.4728205462
Algeria,2007,1011503.281250828
Algeria,2008,1011443.0696932493
Algeria,2009,1011423.4888983465
Algeria,2010,1011420.0286813452
Algeria,2011,1011350.7724123937
Algeria,2012,1011341.0610096727
Algeria,2013,1011271.4607157662
Algeria,2014,1011194.3504128553
Algeria,2015,1011161.8830564762
Algeria,2016,1011045.6194196977
Algeria,2017,1010995.2690952267
Algeria,2018,1010987.6639596698
Algeria,2019,1010927.0052944623
Algeria,2020,1010773.150359493
Algeria,2021,1010699.8896821131
Algeria,2022,1010690.1725760177
Algeria,2023,1010649.6209642055
Andorra,1760,1010495.3904282858
Andorra,1761,1010448.2348026602
Andorra,1762,1010438.168658873
Andorra,1763,1010213.4412443325
Andorra,1764,1010190.7354200621
Andorra,1765,1010134.7657372408
Andorra,1766,1010024.9183492495
Andorra,1767,1009974.0491783826
Andorra,1768,1009955.8403588145
Andorra,1769,1009872.5703910093
Andorra,1770,1009773.5612136901
Andorra,1771,1009760.3584360713
Andorra,1772,1009747.368698186
Andorra,1773,1009737.981354737
Andorra,1774,1009725.5406597455
Andorra,1775,1009660.2013678825
Andorra,1776,1009623.0604972407
Andorra,1777,1009617.2962381743
Andorra,1778,1009604.9768392614
Andorra,1779,1009604.9552632623
Andorra,1780,1009589.7349093965
Andorra,1781,1009583.6702513658
Andorra,1782,1009530.1197081107
